ID,cluster.id,task,prof_id,alt,project_forest,project_sea_grass,project_research,cobenefit_promotion,cobenefit_safety,cobenefit_none,fores_promo,fores_safe,sea_promo,sea_safe,research,price,choice,type
1,1,109,11,C,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,WORST
1,1,109,5,D,-1,0,0,0,-1,0,0,-1,0,0,0,-1,1,WORST
1,1,110,8,A,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,WORST
1,1,110,9,B,0,-1,0,-1,0,0,0,0,-1,0,0,-2,1,WORST
1,1,110,1,C,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,WORST
1,1,110,10,D,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,WORST
1,1,111,5,A,-1,0,0,0,-1,0,0,-1,0,0,0,-1,1,WORST
1,1,111,9,B,0,-1,0,-1,0,0,0,0,-1,0,0,-2,0,WORST
1,1,111,3,C,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
1,1,111,12,D,0,-1,0,0,-1,0,0,0,0,-1,0,-2,0,WORST
1,1,112,9,A,0,-1,0,-1,0,0,0,0,-1,0,0,-2,1,WORST
1,1,112,2,B,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,WORST
1,1,112,11,C,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,WORST
1,1,112,6,D,-1,0,0,0,-1,0,0,-1,0,0,0,-2,0,WORST
1,1,113,3,A,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
1,1,113,10,B,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,WORST
1,1,113,13,C,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,WORST
1,1,113,6,D,-1,0,0,0,-1,0,0,-1,0,0,0,-2,0,WORST
2,2,1,7,A,0,1,0,1,0,0,0,0,1,0,0,0,0,BEST
2,2,1,12,B,0,1,0,0,1,0,0,0,0,1,0,2,0,BEST
2,2,1,10,C,0,1,0,0,1,0,0,0,0,1,0,0,0,BEST
2,2,1,2,D,1,0,0,1,0,0,1,0,0,0,0,1,1,BEST
2,2,2,12,A,0,1,0,0,1,0,0,0,0,1,0,2,0,BEST
2,2,2,11,B,0,1,0,0,1,0,0,0,0,1,0,1,0,BEST
2,2,2,1,C,1,0,0,1,0,0,1,0,0,0,0,0,1,BEST
2,2,2,13,D,0,0,1,0,0,1,0,0,0,0,1,1,0,BEST
2,2,3,2,A,1,0,0,1,0,0,1,0,0,0,0,1,0,BEST
2,2,3,1,B,1,0,0,1,0,0,1,0,0,0,0,0,0,BEST
2,2,3,4,C,1,0,0,0,1,0,0,1,0,0,0,0,1,BEST
2,2,3,3,D,1,0,0,1,0,0,1,0,0,0,0,2,0,BEST
2,2,4,5,A,1,0,0,0,1,0,0,1,0,0,0,1,0,BEST
2,2,4,2,B,1,0,0,1,0,0,1,0,0,0,0,1,0,BEST
2,2,4,13,C,0,0,1,0,0,1,0,0,0,0,1,1,1,BEST
2,2,4,8,D,0,1,0,1,0,0,0,0,1,0,0,1,0,BEST
2,2,5,5,A,1,0,0,0,1,0,0,1,0,0,0,1,0,BEST
2,2,5,7,B,0,1,0,1,0,0,0,0,1,0,0,0,0,BEST
2,2,5,6,C,1,0,0,0,1,0,0,1,0,0,0,2,0,BEST
2,2,5,1,D,1,0,0,1,0,0,1,0,0,0,0,0,1,BEST
2,2,6,13,A,0,0,1,0,0,1,0,0,0,0,1,1,0,BEST
2,2,6,9,B,0,1,0,1,0,0,0,0,1,0,0,2,0,BEST
2,2,6,4,C,1,0,0,0,1,0,0,1,0,0,0,0,1,BEST
2,2,6,7,D,0,1,0,1,0,0,0,0,1,0,0,0,0,BEST
2,2,7,8,A,0,1,0,1,0,0,0,0,1,0,0,1,0,BEST
2,2,7,11,B,0,1,0,0,1,0,0,0,0,1,0,1,0,BEST
2,2,7,3,C,1,0,0,1,0,0,1,0,0,0,0,2,1,BEST
2,2,7,7,D,0,1,0,1,0,0,0,0,1,0,0,0,0,BEST
2,2,8,12,A,0,1,0,0,1,0,0,0,0,1,0,2,0,BEST
2,2,8,4,B,1,0,0,0,1,0,0,1,0,0,0,0,0,BEST
2,2,8,8,C,0,1,0,1,0,0,0,0,1,0,0,1,0,BEST
2,2,8,6,D,1,0,0,0,1,0,0,1,0,0,0,2,1,BEST
2,2,9,4,A,1,0,0,0,1,0,0,1,0,0,0,0,0,BEST
2,2,9,10,B,0,1,0,0,1,0,0,0,0,1,0,0,0,BEST
2,2,9,11,C,0,1,0,0,1,0,0,0,0,1,0,1,1,BEST
2,2,9,5,D,1,0,0,0,1,0,0,1,0,0,0,1,0,BEST
2,2,10,8,A,0,1,0,1,0,0,0,0,1,0,0,1,0,BEST
2,2,10,9,B,0,1,0,1,0,0,0,0,1,0,0,2,0,BEST
2,2,10,1,C,1,0,0,1,0,0,1,0,0,0,0,0,0,BEST
2,2,10,10,D,0,1,0,0,1,0,0,0,0,1,0,0,1,BEST
2,2,11,5,A,1,0,0,0,1,0,0,1,0,0,0,1,0,BEST
2,2,11,9,B,0,1,0,1,0,0,0,0,1,0,0,2,0,BEST
2,2,11,3,C,1,0,0,1,0,0,1,0,0,0,0,2,0,BEST
2,2,11,12,D,0,1,0,0,1,0,0,0,0,1,0,2,1,BEST
2,2,12,9,A,0,1,0,1,0,0,0,0,1,0,0,2,0,BEST
2,2,12,2,B,1,0,0,1,0,0,1,0,0,0,0,1,0,BEST
2,2,12,11,C,0,1,0,0,1,0,0,0,0,1,0,1,0,BEST
2,2,12,6,D,1,0,0,0,1,0,0,1,0,0,0,2,1,BEST
2,2,13,3,A,1,0,0,1,0,0,1,0,0,0,0,2,0,BEST
2,2,13,10,B,0,1,0,0,1,0,0,0,0,1,0,0,0,BEST
2,2,13,13,C,0,0,1,0,0,1,0,0,0,0,1,1,1,BEST
2,2,13,6,D,1,0,0,0,1,0,0,1,0,0,0,2,0,BEST
2,2,101,7,A,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,WORST
2,2,101,12,B,0,-1,0,0,-1,0,0,0,0,-1,0,-2,0,WORST
2,2,101,10,C,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,WORST
2,2,101,2,D,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,WORST
2,2,102,12,A,0,-1,0,0,-1,0,0,0,0,-1,0,-2,0,WORST
2,2,102,11,B,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,WORST
2,2,102,1,C,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,WORST
2,2,102,13,D,0,0,-1,0,0,-1,0,0,0,0,-1,-1,1,WORST
2,2,103,2,A,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,WORST
2,2,103,1,B,-1,0,0,-1,0,0,-1,0,0,0,0,0,1,WORST
2,2,103,4,C,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,WORST
2,2,103,3,D,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
2,2,104,5,A,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,WORST
2,2,104,2,B,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,WORST
2,2,104,13,C,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,WORST
2,2,104,8,D,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,WORST
2,2,105,5,A,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,WORST
2,2,105,7,B,0,-1,0,-1,0,0,0,0,-1,0,0,0,1,WORST
2,2,105,6,C,-1,0,0,0,-1,0,0,-1,0,0,0,-2,0,WORST
2,2,105,1,D,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,WORST
2,2,106,13,A,0,0,-1,0,0,-1,0,0,0,0,-1,-1,1,WORST
2,2,106,9,B,0,-1,0,-1,0,0,0,0,-1,0,0,-2,0,WORST
2,2,106,4,C,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,WORST
2,2,106,7,D,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,WORST
2,2,107,8,A,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,WORST
2,2,107,11,B,0,-1,0,0,-1,0,0,0,0,-1,0,-1,1,WORST
2,2,107,3,C,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
2,2,107,7,D,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,WORST
2,2,108,12,A,0,-1,0,0,-1,0,0,0,0,-1,0,-2,0,WORST
2,2,108,4,B,-1,0,0,0,-1,0,0,-1,0,0,0,0,1,WORST
2,2,108,8,C,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,WORST
2,2,108,6,D,-1,0,0,0,-1,0,0,-1,0,0,0,-2,0,WORST
2,2,109,4,A,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,WORST
2,2,109,10,B,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,WORST
2,2,109,11,C,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,WORST
2,2,109,5,D,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,WORST
2,2,110,8,A,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,WORST
2,2,110,9,B,0,-1,0,-1,0,0,0,0,-1,0,0,-2,0,WORST
2,2,110,1,C,-1,0,0,-1,0,0,-1,0,0,0,0,0,1,WORST
2,2,110,10,D,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,WORST
2,2,111,5,A,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,WORST
2,2,111,9,B,0,-1,0,-1,0,0,0,0,-1,0,0,-2,1,WORST
2,2,111,3,C,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
2,2,111,12,D,0,-1,0,0,-1,0,0,0,0,-1,0,-2,0,WORST
2,2,112,9,A,0,-1,0,-1,0,0,0,0,-1,0,0,-2,0,WORST
2,2,112,2,B,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,WORST
2,2,112,11,C,0,-1,0,0,-1,0,0,0,0,-1,0,-1,1,WORST
2,2,112,6,D,-1,0,0,0,-1,0,0,-1,0,0,0,-2,0,WORST
2,2,113,3,A,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
2,2,113,10,B,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,WORST
2,2,113,13,C,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,WORST
2,2,113,6,D,-1,0,0,0,-1,0,0,-1,0,0,0,-2,0,WORST
3,1,1,7,A,0,1,0,1,0,0,0,0,1,0,0,0,1,BEST
3,1,1,12,B,0,1,0,0,1,0,0,0,0,1,0,2,0,BEST
3,1,1,10,C,0,1,0,0,1,0,0,0,0,1,0,0,0,BEST
3,1,1,2,D,1,0,0,1,0,0,1,0,0,0,0,1,0,BEST
3,1,2,12,A,0,1,0,0,1,0,0,0,0,1,0,2,1,BEST
3,1,2,11,B,0,1,0,0,1,0,0,0,0,1,0,1,0,BEST
3,1,2,1,C,1,0,0,1,0,0,1,0,0,0,0,0,0,BEST
3,1,2,13,D,0,0,1,0,0,1,0,0,0,0,1,1,0,BEST
3,1,3,2,A,1,0,0,1,0,0,1,0,0,0,0,1,1,BEST
3,1,3,1,B,1,0,0,1,0,0,1,0,0,0,0,0,0,BEST
3,1,3,4,C,1,0,0,0,1,0,0,1,0,0,0,0,0,BEST
3,1,3,3,D,1,0,0,1,0,0,1,0,0,0,0,2,0,BEST
3,1,4,5,A,1,0,0,0,1,0,0,1,0,0,0,1,1,BEST
3,1,4,2,B,1,0,0,1,0,0,1,0,0,0,0,1,0,BEST
3,1,4,13,C,0,0,1,0,0,1,0,0,0,0,1,1,0,BEST
3,1,4,8,D,0,1,0,1,0,0,0,0,1,0,0,1,0,BEST
3,1,5,5,A,1,0,0,0,1,0,0,1,0,0,0,1,0,BEST
3,1,5,7,B,0,1,0,1,0,0,0,0,1,0,0,0,1,BEST
3,1,5,6,C,1,0,0,0,1,0,0,1,0,0,0,2,0,BEST
3,1,5,1,D,1,0,0,1,0,0,1,0,0,0,0,0,0,BEST
3,1,6,13,A,0,0,1,0,0,1,0,0,0,0,1,1,1,BEST
3,1,6,9,B,0,1,0,1,0,0,0,0,1,0,0,2,0,BEST
3,1,6,4,C,1,0,0,0,1,0,0,1,0,0,0,0,0,BEST
3,1,6,7,D,0,1,0,1,0,0,0,0,1,0,0,0,0,BEST
3,1,7,8,A,0,1,0,1,0,0,0,0,1,0,0,1,1,BEST
3,1,7,11,B,0,1,0,0,1,0,0,0,0,1,0,1,0,BEST
3,1,7,3,C,1,0,0,1,0,0,1,0,0,0,0,2,0,BEST
3,1,7,7,D,0,1,0,1,0,0,0,0,1,0,0,0,0,BEST
3,1,8,12,A,0,1,0,0,1,0,0,0,0,1,0,2,1,BEST
3,1,8,4,B,1,0,0,0,1,0,0,1,0,0,0,0,0,BEST
3,1,8,8,C,0,1,0,1,0,0,0,0,1,0,0,1,0,BEST
3,1,8,6,D,1,0,0,0,1,0,0,1,0,0,0,2,0,BEST
3,1,9,4,A,1,0,0,0,1,0,0,1,0,0,0,0,1,BEST
3,1,9,10,B,0,1,0,0,1,0,0,0,0,1,0,0,0,BEST
3,1,9,11,C,0,1,0,0,1,0,0,0,0,1,0,1,0,BEST
3,1,9,5,D,1,0,0,0,1,0,0,1,0,0,0,1,0,BEST
3,1,10,8,A,0,1,0,1,0,0,0,0,1,0,0,1,1,BEST
3,1,10,9,B,0,1,0,1,0,0,0,0,1,0,0,2,0,BEST
3,1,10,1,C,1,0,0,1,0,0,1,0,0,0,0,0,0,BEST
3,1,10,10,D,0,1,0,0,1,0,0,0,0,1,0,0,0,BEST
3,1,11,5,A,1,0,0,0,1,0,0,1,0,0,0,1,1,BEST
3,1,11,9,B,0,1,0,1,0,0,0,0,1,0,0,2,0,BEST
3,1,11,3,C,1,0,0,1,0,0,1,0,0,0,0,2,0,BEST
3,1,11,12,D,0,1,0,0,1,0,0,0,0,1,0,2,0,BEST
3,1,12,9,A,0,1,0,1,0,0,0,0,1,0,0,2,1,BEST
3,1,12,2,B,1,0,0,1,0,0,1,0,0,0,0,1,0,BEST
3,1,12,11,C,0,1,0,0,1,0,0,0,0,1,0,1,0,BEST
3,1,12,6,D,1,0,0,0,1,0,0,1,0,0,0,2,0,BEST
3,1,13,3,A,1,0,0,1,0,0,1,0,0,0,0,2,1,BEST
3,1,13,10,B,0,1,0,0,1,0,0,0,0,1,0,0,0,BEST
3,1,13,13,C,0,0,1,0,0,1,0,0,0,0,1,1,0,BEST
3,1,13,6,D,1,0,0,0,1,0,0,1,0,0,0,2,0,BEST
3,1,101,7,A,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,WORST
3,1,101,12,B,0,-1,0,0,-1,0,0,0,0,-1,0,-2,0,WORST
3,1,101,10,C,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,WORST
3,1,101,2,D,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,WORST
3,1,102,12,A,0,-1,0,0,-1,0,0,0,0,-1,0,-2,0,WORST
3,1,102,11,B,0,-1,0,0,-1,0,0,0,0,-1,0,-1,1,WORST
3,1,102,1,C,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,WORST
3,1,102,13,D,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,WORST
3,1,103,2,A,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,WORST
3,1,103,1,B,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,WORST
3,1,103,4,C,-1,0,0,0,-1,0,0,-1,0,0,0,0,1,WORST
3,1,103,3,D,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
3,1,104,5,A,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,WORST
3,1,104,2,B,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,WORST
3,1,104,13,C,0,0,-1,0,0,-1,0,0,0,0,-1,-1,1,WORST
3,1,104,8,D,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,WORST
3,1,105,5,A,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,WORST
3,1,105,7,B,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,WORST
3,1,105,6,C,-1,0,0,0,-1,0,0,-1,0,0,0,-2,1,WORST
3,1,105,1,D,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,WORST
3,1,106,13,A,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,WORST
3,1,106,9,B,0,-1,0,-1,0,0,0,0,-1,0,0,-2,1,WORST
3,1,106,4,C,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,WORST
3,1,106,7,D,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,WORST
3,1,107,8,A,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,WORST
3,1,107,11,B,0,-1,0,0,-1,0,0,0,0,-1,0,-1,1,WORST
3,1,107,3,C,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
3,1,107,7,D,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,WORST
3,1,108,12,A,0,-1,0,0,-1,0,0,0,0,-1,0,-2,0,WORST
3,1,108,4,B,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,WORST
3,1,108,8,C,0,-1,0,-1,0,0,0,0,-1,0,0,-1,1,WORST
3,1,108,6,D,-1,0,0,0,-1,0,0,-1,0,0,0,-2,0,WORST
3,1,109,4,A,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,WORST
3,1,109,10,B,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,WORST
3,1,109,11,C,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,WORST
3,1,109,5,D,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,WORST
3,1,110,8,A,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,WORST
3,1,110,9,B,0,-1,0,-1,0,0,0,0,-1,0,0,-2,0,WORST
3,1,110,1,C,-1,0,0,-1,0,0,-1,0,0,0,0,0,1,WORST
3,1,110,10,D,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,WORST
3,1,111,5,A,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,WORST
3,1,111,9,B,0,-1,0,-1,0,0,0,0,-1,0,0,-2,0,WORST
3,1,111,3,C,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
3,1,111,12,D,0,-1,0,0,-1,0,0,0,0,-1,0,-2,1,WORST
3,1,112,9,A,0,-1,0,-1,0,0,0,0,-1,0,0,-2,0,WORST
3,1,112,2,B,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,WORST
3,1,112,11,C,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,WORST
3,1,112,6,D,-1,0,0,0,-1,0,0,-1,0,0,0,-2,0,WORST
3,1,113,3,A,-1,0,0,-1,0,0,-1,0,0,0,0,-2,0,WORST
3,1,113,10,B,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,WORST
3,1,113,13,C,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,WORST
3,1,113,6,D,-1,0,0,0,-1,0,0,-1,0,0,0,-2,0,WORST
4,3,1,7,A,0,1,0,1,0,0,0,0,1,0,0,0,0,BEST
4,3,1,12,B,0,1,0,0,1,0,0,0,0,1,0,2,1,BEST
4,3,1,10,C,0,1,0,0,1,0,0,0,0,1,0,0,0,BEST
4,3,1,2,D,1,0,0,1,0,0,1,0,0,0,0,1,0,BEST
4,3,2,12,A,0,1,0,0,1,0,0,0,0,1,0,2,1,BEST
4,3,2,11,B,0,1,0,0,1,0,0,0,0,1,0,1,0,BEST
4,3,2,1,C,1,0,0,1,0,0,1,0,0,0,0,0,0,BEST
4,3,2,13,D,0,0,1,0,0,1,0,0,0,0,1,1,0,BEST
4,3,3,2,A,1,0,0,1,0,0,1,0,0,0,0,1,0,BEST
4,3,3,1,B,1,0,0,1,0,0,1,0,0,0,0,0,0,BEST
4,3,3,4,C,1,0,0,0,1,0,0,1,0,0,0,0,0,BEST
4,3,3,3,D,1,0,0,1,0,0,1,0,0,0,0,2,1,BEST
4,3,4,5,A,1,0,0,0,1,0,0,1,0,0,0,1,1,BEST
4,3,4,2,B,1,0,0,1,0,0,1,0,0,0,0,1,0,BEST
4,3,4,13,C,0,0,1,0,0,1,0,0,0,0,1,1,0,BEST
4,3,4,8,D,0,1,0,1,0,0,0,0,1,0,0,1,0,BEST
4,3,5,5,A,1,0,0,0,1,0,0,1,0,0,0,1,0,BEST
4,3,5,7,B,0,1,0,1,0,0,0,0,1,0,0,0,0,BEST
